id,Protein names,Gene names,STY_30m_med,STY_4h_med
3702,"Inositol 1,4,5-trisphosphate receptor type 3",ITPR3,1.0376750000000001,0.905715
3704,Interleukin-13 receptor subunit alpha-2,IL13RA2,1.3725749999999999,0.8741450000000001
3705,"Inositol 1,4,5-trisphosphate receptor type 1",ITPR1,0.993545,0.9350125
3706,Ras GTPase-activating protein 3,RASA3,0.811895,0.9919025
3707,Plastin-1,PLS1,1.047745,0.94914
3708,Protein KIAA0100,KIAA0100,0.9969399999999999,1.03904
3709,E3 ubiquitin-protein ligase TRIP12,TRIP12,1.0264250000000001,1.0408024999999999
3710,Pumilio homolog 1,PUM1,0.984145,1.0583900000000002
3711,Separin,ESPL1,1.1402,NA
3713,Clathrin interactor 1,CLINT1,0.9390575,0.9987599999999999
3714,KN motif and ankyrin repeat domain-containing protein 1,KANK1,1.222635,0.9219949999999999
3716,Structural maintenance of chromosomes protein 1A;Structural maintenance of chromosomes protein,SMC1A,0.9236900000000001,0.988445
3717,Ribosomal RNA processing protein 1 homolog B,RRP1B,1.38425,1.289475
3719,Protein RRP5 homolog,PDCD11,1.008095,0.98476
3720,DNA replication complex GINS protein PSF1,GINS1,0.9400925,0.8933125
3721,Ribosome biogenesis protein BMS1 homolog,BMS1,1.4090500000000001,0.880625
3722,Phosphatidate phosphatase LPIN1,LPIN1,1.15965,NA
3723,Ubiquitin carboxyl-terminal hydrolase 10,USP10,0.9765975,1.0331000000000001
3724,LDLR chaperone MESD,MESDC2,1.0552899999999998,0.98345
3726,Neutral alpha-glucosidase AB,GANAB,0.9994425,0.9808925
3727,Lamin-B receptor,LBR,0.8733625,1.116825
3728,Major vault protein,MVP,1.1902,0.9730375
3729,Golgin subfamily B member 1,GOLGB1,0.8482675,0.9969349999999999
3730,N-alpha-acetyltransferase 30,NAA30;NAT12,1.22283,NA
3733,LIM and SH3 domain protein 1,LASP1,1.0157675,0.92551
3734,Transmembrane glycoprotein NMB,GPNMB,0.7978175000000001,1.111125
3735,Ras-related protein Rab-39A,RAB39A,1.2652975,1.0161525
3736,Zinc finger protein 638,ZNF638,1.279725,1.17805
3737,Importin subunit beta-1,KPNB1,0.9640850000000001,0.99424
3738,Nuclear mitotic apparatus protein 1,NUMA1,0.9748275,1.057625
3743,Proteasome activator complex subunit 4,PSME4,0.91951,0.9568224999999999
3744,Cullin-7,CUL7,1.08475,0.964235
3745,GTPase-activating protein and VPS9 domain-containing protein 1,GAPVD1,1.0853000000000002,0.98128
3746,"N-alpha-acetyltransferase 25, NatB auxiliary subunit",NAA25,0.9819599999999999,0.9727475
3747,PCNA-associated factor,KIAA0101,1.06665,1.1162
3748,ER membrane protein complex subunit 2,EMC2,1.149,1.081375
3749,Pre-mRNA-splicing regulator WTAP,WTAP,1.2194950000000002,1.228975
3750,26S proteasome non-ATPase regulatory subunit 6,PSMD6,1.000475,0.9933725
3752,BRISC complex subunit Abro1,FAM175B,1.068625,1.1029499999999999
3753,Septin-2,SEPT2,1.0285549999999999,1.0664500000000001
3754,Squamous cell carcinoma antigen recognized by T-cells 3,SART3,0.9422625,0.951175
3755,Condensin complex subunit 1,NCAPD2,0.9730325,0.969355
3756,Exosome complex component RRP42,EXOSC7,2.10385,NA
3757,116 kDa U5 small nuclear ribonucleoprotein component,EFTUD2,1.0553949999999999,1.0270525
3758,"Probable leucine--tRNA ligase, mitochondrial",LARS2,0.9803975,1.000275
3759,Translocating chain-associated membrane protein 2,TRAM2,1.104,1.1896499999999999
3760,Sorting nexin-17,SNX17,1.120805,1.322075
3761,Rab3 GTPase-activating protein catalytic subunit,RAB3GAP1,1.18695,0.993215
3762,Lysine--tRNA ligase,KARS,0.99441,0.960235
3764,Rho guanine nucleotide exchange factor 6,ARHGEF6,1.56575,0.9278025000000001
3766,Eukaryotic translation initiation factor 4H,EIF4H,0.9643125,0.9949825
3767,Eukaryotic translation initiation factor 4H,EIF4H,0.773415,1.0155575
3768,Kinesin-like protein KIF14,KIF14,1.03026,1.0496750000000001
3769,Peroxisomal acyl-coenzyme A oxidase 1,ACOX1,1.19,1.2276
3770,Early endosome antigen 1,EEA1,0.9524375,1.0067625
3771,Protein disulfide-isomerase A6,PDIA6,1.039525,1.0019725
3772,Platelet-activating factor acetylhydrolase IB subunit gamma,PAFAH1B3,1.07823,0.937535
3774,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial",PDK3,0.9771700000000001,NA
3775,Astrocytic phosphoprotein PEA-15,PEA15,1.09435,1.0280175
3777,Phosphomevalonate kinase,PMVK,0.87351,1.0392275
3778,Serine/threonine-protein kinase D1;Serine/threonine-protein kinase,PRKD1,1.06765,NA
3779,Plectin,PLEC,1.075775,1.0148
3782,Plectin,PLEC,1.18775,NA
3784,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform,PPP2R5A,1.592625,1.2248649999999999
3785,Inorganic pyrophosphatase,PPA1,0.9446475000000001,0.9961325
3786,Prostaglandin E synthase 3,PTGES3,1.0525925,1.046725
3787,Serine/threonine-protein kinase 38,STK38,1.114265,NA
3788,Non-POU domain-containing octamer-binding protein,NONO,1.157975,1.105575
3789,Rab GTPase-binding effector protein 1,RABEP1,1.2327,1.1790250000000002
3790,Ras-related protein Rab-35,RAB35,1.1195249999999999,0.9939475
3791,Retinoblastoma-binding protein 5,RBBP5,1.230645,NA
3792,Reticulocalbin-1,RCN1,1.058075,0.9584925
3794,Transmembrane emp24 domain-containing protein 2,TMED2,1.00472,1.0725250000000002
3795,Poly(rC)-binding protein 1,PCBP1,0.928085,1.0154925000000001
3796,Poly(rC)-binding protein 2,PCBP2,0.9026574999999999,0.96388
3798,Transcription elongation factor B polypeptide 2,TCEB2,0.9799675,1.0156999999999998
3799,GTP-binding protein Rheb,RHEB,0.964645,1.0273750000000001
3800,Ubiquitin-protein ligase E3C,UBE3C,1.0491074999999999,0.9564675
3801,Mitochondrial import receptor subunit TOM20 homolog,TOMM20,0.9506574999999999,1.023425
3802,Delta(24)-sterol reductase,Nbla03646;DHCR24,1.312025,1.04324
3803,Splicing factor 3B subunit 3,SF3B3,1.050275,1.0312000000000001
3804,Ras suppressor protein 1,RSU1,1.0757750000000001,0.962275
3805,Scaffold attachment factor B1,SAFB,1.26565,1.14565
3806,Splicing factor 3B subunit 4,SF3B4,1.148075,1.01207
3807,Splicing factor 3A subunit 2,SF3A2,1.0586,0.9344975
3808,Protein phosphatase 1 regulatory subunit 7,PPP1R7,1.02681,1.0042875
3809,Protein transport protein Sec23B,SEC23B,1.0216224999999999,0.94964
3810,Splicing factor 3A subunit 1,SF3A1,1.0297,1.0244
3811,Helicase SKI2W,SKIV2L,0.8914850000000001,1.0293899999999998
3813,Surfeit locus protein 1,SURF1,5.163349999999999,NA
3814,Surfeit locus protein 2,SURF2,1.4012,NA
3815,Microtubule-associated protein RP/EB family member 2,MAPRE2,1.0040200000000001,0.9711675
3816,Transforming growth factor-beta-induced protein ig-h3,TGFBI,1.0251175,1.0489
3817,Na(+)/H(+) exchange regulatory cofactor NHE-RF2,SLC9A3R2,1.1083925,0.97953
3818,Tumor necrosis factor receptor type 1-associated DEATH domain protein,TRADD,1.0715249999999998,1.045305
3820,Splicing factor 1,SF1,0.966235,0.900665
3822,Thyroid receptor-interacting protein 11,TRIP11,0.987205,0.9891225
3823,Pachytene checkpoint protein 2 homolog,TRIP13,0.9829399999999999,0.96176
3824,Mediator of RNA polymerase II transcription subunit 1,MED1,1.2998,1.4852249999999998
3825,Activating signal cointegrator 1,TRIP4,2.3015499999999998,NA
3826,Thyroid receptor-interacting protein 6,TRIP6,0.9229,1.10325
3828,Microtubule-associated protein RP/EB family member 1,MAPRE1,0.9962899999999999,0.9746425
3829,TSC22 domain family protein 1,TSC22D1,2.221025,2.8649750000000003
3830,ELAV-like protein 1,ELAVL1,1.088405,1.0399
3831,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",NSDHL,1.1231849999999999,0.97131
3832,NGFI-A-binding protein 2,NAB2,1.4279475,1.16952
3833,"Myosin light chain kinase, smooth muscle;Myosin light chain kinase, smooth muscle, deglutamylated form",MYLK,0.9443524999999999,0.935915
3834,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1,TAB1,0.9802725,1.1127799999999999
3835,Probable E3 ubiquitin-protein ligase HERC1,HERC1,0.4915925,0.7295375
3836,Neutral amino acid transporter B(0);Amino acid transporter,SLC1A5,0.9068,1.0110100000000002
3837,Myeloid leukemia factor 2,MLF2,0.90021,1.01559
3838,Mitochondrial import receptor subunit TOM34,TOMM34,1.2386249999999999,0.9562849999999999
3839,Mothers against decapentaplegic homolog 2;Mothers against decapentaplegic homolog,SMAD2,1.0059325000000001,1.0190774999999999
3842,Tubulin-specific chaperone E,TBCE,1.030115,1.167675
3843,Tubulin-specific chaperone C,TBCC,1.032465,1.618375
3844,Ubiquitin-conjugating enzyme E2 variant 2,UBE2V2,1.038815,1.02894
3845,Vesicle-associated membrane protein 3,VAMP3,1.144475,1.02705
3846,V-type proton ATPase subunit S1,ATP6AP1,1.11255,1.13095
3847,Ras-related protein Rab-11B,RAB11B,1.0284,1.02275
3850,Zyxin,ZYX,1.4254499999999999,0.9953525
3852,Proteasomal ubiquitin receptor ADRM1,ADRM1,0.9594024999999999,0.9889725
3853,Coiled-coil domain-containing protein 6,CCDC6,1.2531,1.1411000000000002
3854,UDP-N-acetylhexosamine pyrophosphorylase;UDP-N-acetylgalactosamine pyrophosphorylase;UDP-N-acetylglucosamine pyrophosphorylase,UAP1,0.9566250000000001,0.9931924999999999
3855,26S proteasome non-ATPase regulatory subunit 5,PSMD5,0.941355,0.9764775
3856,Serine/threonine-protein kinase N1,PKN1,0.9858725,1.0045000000000002
3857,Serine/threonine-protein kinase N2,PKN2,1.060155,0.9768575
3859,DNA damage-binding protein 1,DDB1,0.9893225,1.0018525
3860,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform,PPP2R5E,1.017295,1.064105
3861,Mitogen-activated protein kinase 14,MAPK14,1.1146500000000001,1.11125
3862,"Hsp90 co-chaperone Cdc37;Hsp90 co-chaperone Cdc37, N-terminally processed",CDC37,0.9720250000000001,1.033325
3863,Dihydropyrimidinase-related protein 2,DPYSL2,0.9910275,0.97184
3865,Synaptophysin-like protein 1,SYPL1,1.1392,1.5074
3866,Calcium/calmodulin-dependent protein kinase type IV,CAMK4,0.986065,1.1573
3867,Histone-binding protein RBBP7,RBBP7,0.989025,0.98859
3868,Bcl-2 homologous antagonist/killer,BAK1,1.2999749999999999,1.617875
3869,Male-enhanced antigen 1,MEA1,1.91275,NA
3870,Serine/arginine-rich splicing factor 7,SRSF7,1.0062575,1.0215450000000001
3871,Drebrin,DBN1,1.12765,0.9957225
3872,Fascin,FSCN1,0.9839025,0.9788600000000001
3874,Gamma-interferon-inducible protein 16,IFI16,0.9381675,1.11015
3875,Melanoma-derived growth regulatory protein,MIA-RAB4B;MIA,1.0922475,1.166175
3876,"2,4-dienoyl-CoA reductase, mitochondrial",DECR1,1.0974249999999999,0.99895
3877,Alpha-mannosidase 2,MAN2A1,1.270025,0.9535450000000001
3878,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,NDUFA5,0.99722,1.03431
3880,"ATP-dependent Clp protease proteolytic subunit, mitochondrial;ATP-dependent Clp protease proteolytic subunit",CLPP,1.090025,1.050255
3881,Thiosulfate sulfurtransferase,TST,1.129575,0.97969
3882,Ubiquitin-conjugating enzyme E2 S,UBE2S,0.959335,0.9204049999999999
3883,Guanylate kinase,GUK1,1.0116174999999998,0.9126525
3884,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",NDUFA9,0.9526574999999999,0.9791475000000001
3885,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",PCK2,0.9957925,1.0950375
3886,Uridine phosphorylase 1,UPP1,1.225625,0.943235
3887,UTP--glucose-1-phosphate uridylyltransferase,UGP2,0.959995,0.9939
3888,UTP--glucose-1-phosphate uridylyltransferase,UGP2,0.92961,NA
3889,V-type proton ATPase subunit F,ATP6V1F,0.9768175000000001,0.925095
3890,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3;6-phosphofructo-2-kinase;Fructose-2,6-bisphosphatase",PFKFB3,1.09375,0.786555
3891,Tumor protein D53,TPD52L1,0.88369,1.103985
3892,MICOS complex subunit MIC60,IMMT,1.049575,1.003205
3894,Heterogeneous nuclear ribonucleoprotein U-like protein 2,HNRNPUL2;HNRNPUL2-BSCL2,1.1608325,1.04489
3895,LON peptidase N-terminal domain and RING finger protein 2,LONRF2,1.02528,0.9528000000000001
3896,Rho GTPase-activating protein 12,ARHGAP12,1.155525,1.281725
3897,Sister chromatid cohesion protein PDS5 homolog A,PDS5A,1.0152174999999999,1.085175
3898,AP2-associated protein kinase 1,AAK1,1.6822,NA
3900,Pre-rRNA-processing protein TSR1 homolog,TSR1,0.948005,0.9294100000000001
3902,Glutamine-rich protein 1,QRICH1,1.3698000000000001,1.1372200000000001
3903,"WD40 repeat-containing protein SMU1;WD40 repeat-containing protein SMU1, N-terminally processed",SMU1,1.1796,0.978505
3904,Autophagy-related protein 2 homolog A,ATG2A,0.8408525,1.32545
3906,"HLA class II histocompatibility antigen, DRB1-8 beta chain",HLA-DRB1,1.277125,1.0898500000000002
3907,Leucine-rich repeat flightless-interacting protein 1,LRRFIP1,1.0939,1.0589
3909,Prolyl 3-hydroxylase 1,LEPRE1,0.962095,1.0404475
3910,tRNA (guanine(37)-N1)-methyltransferase,TRMT5,0.9366024999999999,1.145325
3911,Erythroid differentiation-related factor 1,EDRF1,1.2577500000000001,1.563955
3912,MAP7 domain-containing protein 1,MAP7D1,2.0496,1.00403
3913,UDP-N-acetylhexosamine pyrophosphorylase-like protein 1,UAP1L1,1.0852825,0.9034975
3914,UPF0538 protein C2orf76,C2orf76,1.18465,1.185905
3915,Chromodomain-helicase-DNA-binding protein 9,CHD9,1.1320774999999998,1.13145
3918,Inactive hydroxysteroid dehydrogenase-like protein 1,HSDL1,1.2528000000000001,0.8933599999999999
3920,Girdin,CCDC88A,1.000325,1.105725
3921,Rab-like protein 6,RABL6,1.065925,1.11885
3922,Vacuolar ATPase assembly integral membrane protein VMA21,VMA21,0.9817724999999999,0.9788625
3923,Tubulin beta-8 chain,TUBB8,1.29155,NA
3924,Mitochondrial import inner membrane translocase subunit TIM50,TIMM50,0.98644,1.002735
3925,Galectin-related protein,LGALSL,1.0283525,1.13815
3926,UPF0489 protein C5orf22,C5orf22,0.9075525,0.970195
3929,Vacuolar protein sorting-associated protein 26B,VPS26B,1.210475,1.06319
3930,Protein CCSMST1,CCSMST1;C16orf91,1.0840125,1.1098249999999998
3931,La-related protein 7,LARP7,1.2531249999999998,1.233695
3932,"NAD kinase 2, mitochondrial",NADK2,1.1484999999999999,1.01369
3934,Prolyl endopeptidase-like,PREPL,1.82065,1.0415
3935,TBC1 domain family member 10B,TBC1D10B,1.3029250000000001,1.33445
3936,Anoctamin-6,ANO6,0.9417599999999999,1.029785
3937,,KIR3DS1,191.155,5.66265
3938,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1",PLCH1,1.1174,NA
3939,AT-rich interactive domain-containing protein 4B,ARID4B,1.2114150000000001,1.0172299999999999
3941,Coiled-coil domain-containing protein 58,CCDC58,1.080225,1.0351
3942,Membralin,TMEM259,1.390825,NA
3944,Protein FAM98B,FAM98B,1.061825,1.028335
3945,Programmed cell death protein 4,PDCD4,1.4668999999999999,1.153805
3946,Fibronectin type III domain-containing protein 3B,FNDC3B,1.1554799999999998,1.0524225
3948,Glycerol-3-phosphate acyltransferase 3,AGPAT9,1.281275,1.21855
3950,Quinone oxidoreductase PIG3,TP53I3,1.3250250000000001,0.9502625
3951,Protein Hikeshi,C11orf73,0.9590825,1.0040575
3952,ORM1-like protein 2,ORMDL2,1.245025,0.9979924999999998
3953,Pleckstrin homology-like domain family A member 2,PHLDA2,1.11285,0.9823550000000001
3954,Very-long-chain 3-oxoacyl-CoA reductase,HSD17B12,0.9779975000000001,1.0187025
3956,Beta-lactamase-like protein 2,LACTB2,1.04356,0.9826025
3958,FAST kinase domain-containing protein 1,FASTKD1,1.063275,1.0510599999999999
3959,Ankyrin repeat domain-containing protein 39,ANKRD39,1.21515,1.065925
3960,BolA-like protein 3,BOLA3,0.8992325,1.0338800000000001
3962,HCLS1-binding protein 3,HS1BP3,1.397375,1.003255
3967,Mpv17-like protein 2,MPV17L2,1.0812249999999999,1.1339650000000001
3970,Putative heat shock protein HSP 90-beta 2,HSP90AB2P,1.066425,0.9690925
3973,Protein YIF1B,YIF1B,1.1708249999999998,1.104275
3976,Nucleolar MIF4G domain-containing protein 1,NOM1,1.217605,NA
3977,PDZ domain-containing protein 11,PDZD11,1.27527,NA
3979,Probable E3 ubiquitin-protein ligase HERC4,HERC4,1.068375,1.050875
3981,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",COQ5,1.106425,1.242245
3982,ER membrane protein complex subunit 4,EMC4,1.023475,1.0449074999999999
3983,Putative helicase MOV-10,MOV10,0.9881599999999999,0.9886225
3984,Melanoma inhibitory activity protein 3,MIA3,1.1371250000000002,1.0851000000000002
3985,"Presequence protease, mitochondrial",PITRM1,1.06785,0.9547775000000001
3986,Proteasome assembly chaperone 4,PSMG4,1.1364,0.995735
3987,WD repeat-containing protein 44,WDR44,1.139225,0.8504875000000001
3990,RRP12-like protein,RRP12,0.9268175000000001,0.9498624999999999
3991,Cytochrome c oxidase assembly factor 6 homolog,COA6,1.4275,1.0043250000000001
3993,Torsin-1A-interacting protein 1,TOR1AIP1,0.95269,1.0027149999999998
3994,"Alanine--tRNA ligase, mitochondrial",AARS2,0.90822,0.97199
3997,PCI domain-containing protein 2,PCID2,0.9303375,0.9447075
3999,Engulfment and cell motility protein 2,ELMO2,1.3193,1.1237499999999998
4000,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,GNAS,1.02325,1.142375
4001,Mediator of RNA polymerase II transcription subunit 23,MED23,1.0240825,0.9610974999999999
4003,Crooked neck-like protein 1,CRNKL1,1.06101,0.96599
4005,Sterile alpha motif domain-containing protein 9,SAMD9,1.07451,0.917135
4007,Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase isozyme L5,UCHL5,1.0314475,1.000715
4008,Serine/threonine-protein phosphatase 4 regulatory subunit 3B,SMEK2,0.8985375,0.9996499999999999
4011,"28S ribosomal protein S18a, mitochondrial",MRPS18A,0.9084475,1.0198450000000001
4012,Proteasome inhibitor PI31 subunit,PSMF1,1.05383,1.133175
4013,Tetratricopeptide repeat protein 38,TTC38,1.0750075,1.51085
4014,Cytochrome c oxidase protein 20 homolog,COX20,0.9983899999999999,0.99079
4015,Exosome complex component MTR3,EXOSC6,0.9177875,1.000535
4016,Transmembrane protein 201,TMEM201,0.9682999999999999,1.128625
4017,Nucleoporin NUP188 homolog,NUP188,1.02795,0.9443125
4018,Heterochromatin protein 1-binding protein 3,HP1BP3,1.08186,NA
4019,Zinc finger MYM-type protein 1,ZMYM1,1.03945,NA
4020,Centrosomal protein of 170 kDa,CEP170,1.2175150000000001,1.2306825
4024,snRNA-activating protein complex subunit 4,SNAPC4,1.47335,1.1384599999999998
4025,DNL-type zinc finger protein,DNLZ,1.19745,0.9779549999999999
4026,Polynucleotide 5-hydroxyl-kinase NOL9,NOL9,1.08391,1.6484
4027,NHS-like protein 1,NHSL1,1.073165,1.30925
4028,Ceramide synthase 2,CERS2,1.0268275,0.9704200000000001
4032,FAD synthase;Molybdenum cofactor biosynthesis protein-like region;FAD synthase region,FLAD1,1.11484,NA
4033,Acyl-coenzyme A thioesterase THEM4,THEM4,1.022285,0.973425
4034,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 2;Putative coiled-coil-helix-coiled-coil-helix domain-containing protein CHCHD2P9, mitochondrial",CHCHD2;CHCHD2P9,0.8324475,0.6773125
4036,Probable ATP-dependent RNA helicase DDX59,DDX59,1.06057,1.1503999999999999
4037,Zinc finger CCCH domain-containing protein 13,ZC3H13,1.015315,NA
4040,"Putative transferase CAF17, mitochondrial",IBA57,0.976335,0.9622850000000001
4041,E3 ubiquitin-protein ligase HECTD3,HECTD3,0.9895700000000001,1.19165
4043,Zinc transporter ZIP1,SLC39A1,0.7875175000000001,1.008335
4044,E3 ubiquitin-protein ligase UBR4,UBR4,0.82473,0.9058575
4045,Syntaxin-binding protein 5,STXBP5,1.069865,NA
4046,Golgi phosphoprotein 3-like,GOLPH3L,1.2096,NA
4047,Sickle tail protein homolog,KIAA1217,1.627075,2.1443
4048,Ubiquitin-associated protein 2,UBAP2,1.041725,1.0434100000000002
4051,RNA-binding protein 26,RBM26,1.137025,1.1140975
4052,UPF0586 protein C9orf41,C9orf41,1.0702375000000002,0.881195
4053,ATPase family AAA domain-containing protein 3B,ATAD3B,0.9473,NA
4055,Integrator complex subunit 11,CPSF3L,1.0266000000000002,1.06577
4057,Ubiquinol-cytochrome-c reductase complex assembly factor 2,UQCC2,0.9057625,1.0015049999999999
4058,ATP synthase mitochondrial F1 complex assembly factor 1,ATPAF1,1.06607,1.4258250000000001
4060,SH3 and PX domain-containing protein 2A,SH3PXD2A,1.4560499999999998,1.0839400000000001
4061,Cancer-related nucleoside-triphosphatase,NTPCR,1.0782249999999998,0.9524425
4062,Protein DDI1 homolog 2,DDI2,1.1884,1.023475
4063,Histone H3,HIST2H3PS2,0.9042925,0.9726
4064,5-nucleotidase domain-containing protein 1,NT5DC1,1.044145,1.502855
4067,Complex III assembly factor LYRM7,LYRM7,0.94429,0.9110125
4068,Telomere-associated protein RIF1,RIF1,0.893985,1.012405
4069,Vacuolar protein sorting-associated protein 53 homolog,VPS53,1.0178099999999999,1.1878250000000001
