id,Protein names,Gene names,PRO_30m_med,PRO_4h_med
3623,Serine/threonine-protein kinase ATR,ATR,1.0252,1.0224
3626,Receptor-interacting serine/threonine-protein kinase 1,RIPK1,1.327,1.0469
3627,Histone deacetylase 1,HDAC1,1.0995,1.0866
3628,Dynactin subunit 2,DCTN2,1.0555,0.9739
3629,NEDD8-activating enzyme E1 regulatory subunit,NAE1,0.97505,1.0552
3631,Ras GTPase-activating-like protein IQGAP2,IQGAP2,0.75687,1.0668
3632,Transformer-2 protein homolog alpha,TRA2A,1.1489,1.3793
3633,Sorting nexin-1,SNX1,0.97549,0.95499
3635,Periodic tryptophan protein 1 homolog,PWP1,1.1108,1.1448
3636,Cullin-1,CUL1,0.93184,1.046
3637,Cullin-3,CUL3,1.0568,0.91299
3638,Cullin-4A,CUL4A,1.0583,0.96036
3641,GDP-L-fucose synthase,TSTA3,0.87605,0.93053
3643,Ras-related protein Rab-32,RAB32,0.9961,0.97647
3644,Trophoblast glycoprotein,TPBG,1.2147,0.98612
3645,Four and a half LIM domains protein 3,FHL3,0.89212,0.98377
3646,Ras and Rab interactor 1,RIN1,1.1558,0.9483
3647,Mannosyl-oligosaccharide glucosidase,MOGS,1.0438,0.99849
3650,"Spectrin alpha chain, non-erythrocytic 1",SPTAN1,1.0549,1.0039
3651,Nucleolar GTP-binding protein 2,GNL2,1.2356,1.0323
3652,Spliceosome RNA helicase DDX39B,DDX39B,1.042,1.0851
3653,Bleomycin hydrolase,BLMH,0.95058,1.0178
3654,Exosome complex component RRP4,EXOSC2,0.99253,1.0527
3655,Beta-1-syntrophin,SNTB1,1.0927,1.1127
3656,Tubulin beta-2A chain;Tubulin beta-2B chain,TUBB2A;TUBB2B,1.0168,1.0702
3657,Bystin,BYSL,0.97019,1.0377
3658,Isopentenyl-diphosphate Delta-isomerase 1,IDI1,0.97727,1.0032
3659,Calcyphosin,CAPS,1.3113,0.86108
3661,Core-binding factor subunit beta,CBFB,0.98779,0.97248
3663,Cytoskeleton-associated protein 5,CKAP5,1.0043,1.0368
3664,Cold-inducible RNA-binding protein,CIRBP,1.0246,1.0004
3665,Coactosin-like protein,COTL1,1.0224,1.0459
3666,Heterogeneous nuclear ribonucleoprotein D0,HNRNPD,1.0027,1.039
3667,Lysosome membrane protein 2,SCARB2,1.2792,0.94702
3668,Dystroglycan;Alpha-dystroglycan;Beta-dystroglycan,DAG1,0.88507,1.0607
3669,Desmoglein-2,DSG2,1.308,1.1256
3670,Ribosome biogenesis protein BOP1,BOP1,0.98743,0.96793
3671,Ubiquitin conjugation factor E4 A,UBE4A,0.94484,1.0767
3672,Unhealthy ribosome biogenesis protein 2 homolog,URB2,1.03,1.0497
3673,Probable ATP-dependent RNA helicase DHX34,DHX34,1.1843,1.0308
3675,Eukaryotic translation initiation factor 3 subunit A,EIF3A,0.98527,1.0158
3677,Ubiquitin-associated protein 2-like,UBAP2L,1.0936,1.0583
3679,Malectin,MLEC,1.0356,0.97949
3680,Tubulin--tyrosine ligase-like protein 12,TTLL12,1.1061,0.94937
3682,Dihydropyrimidinase-related protein 3,DPYSL3,1.0603,1.0327
3683,Cytoplasmic dynein 1 heavy chain 1,DYNC1H1,0.68572,0.91742
3685,Translation initiation factor eIF-2B subunit alpha,EIF2B1,0.96267,0.98823
3686,"Eukaryotic initiation factor 4A-II;Eukaryotic initiation factor 4A-II, N-terminally processed",EIF4A2,0.78203,1.0627
3687,Src substrate cortactin,CTTN,1.1433,1.01
3688,Reticulocalbin-2,RCN2,1.1534,1.0427
3689,E3 ubiquitin/ISG15 ligase TRIM25,TRIM25,1.0191,1.0062
3691,Peptidyl-prolyl cis-trans isomerase FKBP8,FKBP8,1.0822,1.1721
3692,Protein FAM50A;Protein FAM50B,FAM50A;FAM50B,1.0236,0.94605
3694,Guanine nucleotide-binding protein subunit alpha-13,GNA13,0.90764,0.99596
3695,Guanidinoacetate N-methyltransferase,GAMT,1.0913,1.2635
3696,UDP-glucose 4-epimerase,GALE,0.91161,1.0098
3697,Caprin-1,CAPRIN1,1.0715,1.0213
3698,Protein disulfide-isomerase A5,PDIA5,1.122,1.0307
3699,Phosphoribosyl pyrophosphate synthase-associated protein 1,PRPSAP1,1.0826,1.0144
3700,DNA replication licensing factor MCM6,MCM6,0.95126,1.0156
3702,"Inositol 1,4,5-trisphosphate receptor type 3",ITPR3,1.0253,0.91809
3704,Interleukin-13 receptor subunit alpha-2,IL13RA2,1.4201,0.90286
3705,"Inositol 1,4,5-trisphosphate receptor type 1",ITPR1,0.99284,0.91646
3706,Ras GTPase-activating protein 3,RASA3,0.83613,0.99378
3707,Plastin-1,PLS1,1.0606,0.96617
3708,Protein KIAA0100,KIAA0100,1.2166,1.2111
3709,E3 ubiquitin-protein ligase TRIP12,TRIP12,1.0308,1.0631
3710,Pumilio homolog 1,PUM1,1.1022,1.1022
3713,Clathrin interactor 1,CLINT1,0.96195,1.0312
3714,KN motif and ankyrin repeat domain-containing protein 1,KANK1,0.9827,0.93152
3716,Structural maintenance of chromosomes protein 1A;Structural maintenance of chromosomes protein,SMC1A,0.93764,0.9934
3717,Ribosomal RNA processing protein 1 homolog B,RRP1B,1.3216,1.2873000000000001
3719,Protein RRP5 homolog,PDCD11,0.93805,0.96939
3720,DNA replication complex GINS protein PSF1,GINS1,0.96295,0.8547
3721,Ribosome biogenesis protein BMS1 homolog,BMS1,1.2153,0.95501
3723,Ubiquitin carboxyl-terminal hydrolase 10,USP10,0.97051,1.0296
3724,LDLR chaperone MESD,MESDC2,1.0483,0.99116
3726,Neutral alpha-glucosidase AB,GANAB,1.0057,0.99485
3727,Lamin-B receptor,LBR,0.81914,1.1302
3728,Major vault protein,MVP,1.2086,0.96724
3729,Golgin subfamily B member 1,GOLGB1,0.95445,0.91555
3733,LIM and SH3 domain protein 1,LASP1,1.0042,0.93962
3734,Transmembrane glycoprotein NMB,GPNMB,0.79431,1.1021
3735,Ras-related protein Rab-39A,RAB39A,1.2776,1.0227
3736,Zinc finger protein 638,ZNF638,1.1953,1.0643
3737,Importin subunit beta-1,KPNB1,0.96455,0.99636
3738,Nuclear mitotic apparatus protein 1,NUMA1,1.0145,1.0546
3743,Proteasome activator complex subunit 4,PSME4,0.91764,0.9549
3744,Cullin-7,CUL7,1.0778,0.97527
3745,GTPase-activating protein and VPS9 domain-containing protein 1,GAPVD1,1.0522,0.97032
3746,"N-alpha-acetyltransferase 25, NatB auxiliary subunit",NAA25,0.96362,0.97283
3747,PCNA-associated factor,KIAA0101,1.1044,1.1562
3748,ER membrane protein complex subunit 2,EMC2,1.0469,1.0569
3749,Pre-mRNA-splicing regulator WTAP,WTAP,1.1059,1.6064
3750,26S proteasome non-ATPase regulatory subunit 6,PSMD6,0.99699,0.99685
3752,BRISC complex subunit Abro1,FAM175B,1.0165,1.0933
3753,Septin-2,SEPT2,1.0231,1.0236
3754,Squamous cell carcinoma antigen recognized by T-cells 3,SART3,0.9342,0.95754
3755,Condensin complex subunit 1,NCAPD2,0.96955,0.97156
3757,116 kDa U5 small nuclear ribonucleoprotein component,EFTUD2,1.0771,0.99881
3758,"Probable leucine--tRNA ligase, mitochondrial",LARS2,0.96973,1.0085
3759,Translocating chain-associated membrane protein 2,TRAM2,1.0195,1.2466
3760,Sorting nexin-17,SNX17,0.98513,1.2946
3761,Rab3 GTPase-activating protein catalytic subunit,RAB3GAP1,1.0827,1.0241
3762,Lysine--tRNA ligase,KARS,1.0312,0.95957
3764,Rho guanine nucleotide exchange factor 6,ARHGEF6,1.1688,0.89264
3766,Eukaryotic translation initiation factor 4H,EIF4H,0.98132,0.99767
3767,Eukaryotic translation initiation factor 4H,EIF4H,0.75043,1.0183
3768,Kinesin-like protein KIF14,KIF14,1.0291,1.0545
3769,Peroxisomal acyl-coenzyme A oxidase 1,ACOX1,1.2009,1.2599
3770,Early endosome antigen 1,EEA1,0.95443,1.0014
3771,Protein disulfide-isomerase A6,PDIA6,1.0462,0.9963
3772,Platelet-activating factor acetylhydrolase IB subunit gamma,PAFAH1B3,1.0909,0.92498
3775,Astrocytic phosphoprotein PEA-15,PEA15,1.0934,0.99217
3777,Phosphomevalonate kinase,PMVK,0.88693,1.0521
3779,Plectin,PLEC,1.0871,1.0179
3784,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform,PPP2R5A,1.6867,1.5967
3785,Inorganic pyrophosphatase,PPA1,0.94654,0.99744
3786,Prostaglandin E synthase 3,PTGES3,1.0763,1.0213
3788,Non-POU domain-containing octamer-binding protein,NONO,1.1817,1.0707
3789,Rab GTPase-binding effector protein 1,RABEP1,1.2149,1.2825
3790,Ras-related protein Rab-35,RAB35,1.0778,0.97489
3792,Reticulocalbin-1,RCN1,1.0392,0.94649
3794,Transmembrane emp24 domain-containing protein 2,TMED2,0.99063,1.0758
3795,Poly(rC)-binding protein 1,PCBP1,0.90598,1.0178
3796,Poly(rC)-binding protein 2,PCBP2,0.94714,0.96406
3798,Transcription elongation factor B polypeptide 2,TCEB2,0.98961,1.0143
3799,GTP-binding protein Rheb,RHEB,0.93046,1.0253
3800,Ubiquitin-protein ligase E3C,UBE3C,1.0392,0.97643
3801,Mitochondrial import receptor subunit TOM20 homolog,TOMM20,0.96474,1.0198
3802,Delta(24)-sterol reductase,Nbla03646;DHCR24,1.2247,1.1264
3803,Splicing factor 3B subunit 3,SF3B3,1.0286,1.0268
3804,Ras suppressor protein 1,RSU1,1.07,0.97143
3805,Scaffold attachment factor B1,SAFB,1.1933,1.088
3806,Splicing factor 3B subunit 4,SF3B4,1.1493,1.0475
3807,Splicing factor 3A subunit 2,SF3A2,1.0308,0.92499
3808,Protein phosphatase 1 regulatory subunit 7,PPP1R7,1.0557,0.99848
3809,Protein transport protein Sec23B,SEC23B,1.0456,0.94905
3810,Splicing factor 3A subunit 1,SF3A1,1.0085,1.0106
3811,Helicase SKI2W,SKIV2L,0.89237,1.0411
3815,Microtubule-associated protein RP/EB family member 2,MAPRE2,0.98378,0.97195
3816,Transforming growth factor-beta-induced protein ig-h3,TGFBI,1.0287,1.0336
3817,Na(+)/H(+) exchange regulatory cofactor NHE-RF2,SLC9A3R2,1.0548,0.98159
3818,Tumor necrosis factor receptor type 1-associated DEATH domain protein,TRADD,1.053,1.0721
3820,Splicing factor 1,SF1,0.92822,0.88302
3822,Thyroid receptor-interacting protein 11,TRIP11,0.97703,1.0094
3823,Pachytene checkpoint protein 2 homolog,TRIP13,1.0187,0.9706
3824,Mediator of RNA polymerase II transcription subunit 1,MED1,1.3136,1.3604
3826,Thyroid receptor-interacting protein 6,TRIP6,0.82336,1.1743
3828,Microtubule-associated protein RP/EB family member 1,MAPRE1,1.0136,0.97092
3829,TSC22 domain family protein 1,TSC22D1,1.9309,2.7374
3830,ELAV-like protein 1,ELAVL1,1.08,1.0124
3831,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",NSDHL,1.0549,0.98563
3832,NGFI-A-binding protein 2,NAB2,1.148,1.2015
3833,"Myosin light chain kinase, smooth muscle;Myosin light chain kinase, smooth muscle, deglutamylated form",MYLK,0.93357,0.9553
3834,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1,TAB1,0.99555,1.1035
3835,Probable E3 ubiquitin-protein ligase HERC1,HERC1,0.47525,0.80655
3836,Neutral amino acid transporter B(0);Amino acid transporter,SLC1A5,0.90403,1.018
3837,Myeloid leukemia factor 2,MLF2,0.91939,1.0214
3838,Mitochondrial import receptor subunit TOM34,TOMM34,1.2422,0.95654
3839,Mothers against decapentaplegic homolog 2;Mothers against decapentaplegic homolog,SMAD2,1.0071,0.98685
3842,Tubulin-specific chaperone E,TBCE,1.0894,1.1516
3843,Tubulin-specific chaperone C,TBCC,1.0431,1.362
3844,Ubiquitin-conjugating enzyme E2 variant 2,UBE2V2,1.0694,1.0239
3845,Vesicle-associated membrane protein 3,VAMP3,1.1312,1.0217
3846,V-type proton ATPase subunit S1,ATP6AP1,1.0593,1.053
3847,Ras-related protein Rab-11B,RAB11B,1.0218,1.0221
3850,Zyxin,ZYX,1.425,1.0049
3852,Proteasomal ubiquitin receptor ADRM1,ADRM1,0.96015,0.99828
3853,Coiled-coil domain-containing protein 6,CCDC6,1.1646,1.1266
3854,UDP-N-acetylhexosamine pyrophosphorylase;UDP-N-acetylgalactosamine pyrophosphorylase;UDP-N-acetylglucosamine pyrophosphorylase,UAP1,0.95164,0.99474
3855,26S proteasome non-ATPase regulatory subunit 5,PSMD5,0.94806,0.98223
3856,Serine/threonine-protein kinase N1,PKN1,0.95999,0.9998
3857,Serine/threonine-protein kinase N2,PKN2,1.079,0.97396
3859,DNA damage-binding protein 1,DDB1,0.98908,1.0044
3860,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform,PPP2R5E,0.99516,0.98642
3861,Mitogen-activated protein kinase 14,MAPK14,1.1075,1.0745
3862,"Hsp90 co-chaperone Cdc37;Hsp90 co-chaperone Cdc37, N-terminally processed",CDC37,0.97258,1.0113
3863,Dihydropyrimidinase-related protein 2,DPYSL2,0.98111,0.96715
3865,Synaptophysin-like protein 1,SYPL1,1.0824,1.7726
3866,Calcium/calmodulin-dependent protein kinase type IV,CAMK4,1.0261,1.1514
3867,Histone-binding protein RBBP7,RBBP7,0.99137,0.98624
3868,Bcl-2 homologous antagonist/killer,BAK1,1.2812,1.4174
3870,Serine/arginine-rich splicing factor 7,SRSF7,0.95273,1.0799
3871,Drebrin,DBN1,1.1466,0.93852
3872,Fascin,FSCN1,0.99816,0.97394
3874,Gamma-interferon-inducible protein 16,IFI16,0.94587,1.0914
3875,Melanoma-derived growth regulatory protein,MIA-RAB4B;MIA,1.1285,1.1684
3876,"2,4-dienoyl-CoA reductase, mitochondrial",DECR1,1.0909,0.99704
3877,Alpha-mannosidase 2,MAN2A1,1.3282,0.9552
3878,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,NDUFA5,1.0192,1.0255
3880,"ATP-dependent Clp protease proteolytic subunit, mitochondrial;ATP-dependent Clp protease proteolytic subunit",CLPP,1.1048,1.0524
3881,Thiosulfate sulfurtransferase,TST,1.0645,1.0009
3882,Ubiquitin-conjugating enzyme E2 S,UBE2S,0.95685,0.89899
3883,Guanylate kinase,GUK1,1.0105,0.92018
3884,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",NDUFA9,0.93785,0.9814
3885,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",PCK2,0.9332,1.1562
3886,Uridine phosphorylase 1,UPP1,1.2313,0.92115
3887,UTP--glucose-1-phosphate uridylyltransferase,UGP2,0.9584,0.9709
3889,V-type proton ATPase subunit F,ATP6V1F,0.99447,0.92989
3890,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3;6-phosphofructo-2-kinase;Fructose-2,6-bisphosphatase",PFKFB3,1.0904,0.7916
3891,Tumor protein D53,TPD52L1,0.90431,1.1328
3892,MICOS complex subunit MIC60,IMMT,1.0348,1.0039
3894,Heterogeneous nuclear ribonucleoprotein U-like protein 2,HNRNPUL2;HNRNPUL2-BSCL2,1.0869,0.98368
3895,LON peptidase N-terminal domain and RING finger protein 2,LONRF2,1.0097,1.0325
3896,Rho GTPase-activating protein 12,ARHGAP12,1.0968,1.3357
3897,Sister chromatid cohesion protein PDS5 homolog A,PDS5A,1.0189,1.0883
3900,Pre-rRNA-processing protein TSR1 homolog,TSR1,0.93558,0.94556
3902,Glutamine-rich protein 1,QRICH1,1.3286,1.2573
3903,"WD40 repeat-containing protein SMU1;WD40 repeat-containing protein SMU1, N-terminally processed",SMU1,1.1474,1.152
3904,Autophagy-related protein 2 homolog A,ATG2A,0.93247,1.2627
3906,"HLA class II histocompatibility antigen, DRB1-8 beta chain",HLA-DRB1,1.2203,1.0869
3907,Leucine-rich repeat flightless-interacting protein 1,LRRFIP1,1.0751,1.0519
3909,Prolyl 3-hydroxylase 1,LEPRE1,0.94062,1.0467
3910,tRNA (guanine(37)-N1)-methyltransferase,TRMT5,0.95309,1.2296
3911,Erythroid differentiation-related factor 1,EDRF1,1.2677,1.2656
3912,MAP7 domain-containing protein 1,MAP7D1,1.3595,1.0682
3913,UDP-N-acetylhexosamine pyrophosphorylase-like protein 1,UAP1L1,0.96439,0.91397
3914,UPF0538 protein C2orf76,C2orf76,1.1616,1.1086
3915,Chromodomain-helicase-DNA-binding protein 9,CHD9,1.1716,1.1624
3918,Inactive hydroxysteroid dehydrogenase-like protein 1,HSDL1,1.2669,0.78126
3920,Girdin,CCDC88A,0.99622,1.0999
3921,Rab-like protein 6,RABL6,1.0319,1.1148
3922,Vacuolar ATPase assembly integral membrane protein VMA21,VMA21,0.98756,0.99456
3924,Mitochondrial import inner membrane translocase subunit TIM50,TIMM50,0.98285,1.0065
3925,Galectin-related protein,LGALSL,0.95677,1.1248
3926,UPF0489 protein C5orf22,C5orf22,0.92719,1.0054
3929,Vacuolar protein sorting-associated protein 26B,VPS26B,1.1157,1.0018
3930,Protein CCSMST1,CCSMST1;C16orf91,0.98287,1.1295
3931,La-related protein 7,LARP7,1.1737,1.1181
3932,"NAD kinase 2, mitochondrial",NADK2,1.1153,1.0707
3934,Prolyl endopeptidase-like,PREPL,1.2853,1.0256
3935,TBC1 domain family member 10B,TBC1D10B,1.2974,1.1275
3936,Anoctamin-6,ANO6,0.92732,1.0092
3937,,KIR3DS1,248.56,6.1854
3939,AT-rich interactive domain-containing protein 4B,ARID4B,1.125,1.0087
3941,Coiled-coil domain-containing protein 58,CCDC58,1.0943,1.0315
3942,Membralin,TMEM259,1.4938,NA
3944,Protein FAM98B,FAM98B,1.061,1.0175
3945,Programmed cell death protein 4,PDCD4,1.4777,1.0893
3946,Fibronectin type III domain-containing protein 3B,FNDC3B,1.107,1.0298
3948,Glycerol-3-phosphate acyltransferase 3,AGPAT9,1.2556,1.2582
3950,Quinone oxidoreductase PIG3,TP53I3,1.3061,0.95883
3951,Protein Hikeshi,C11orf73,0.92932,0.99709
3952,ORM1-like protein 2,ORMDL2,1.1272,0.97103
3953,Pleckstrin homology-like domain family A member 2,PHLDA2,1.094,1.0315
3954,Very-long-chain 3-oxoacyl-CoA reductase,HSD17B12,0.98731,1.0116
3956,Beta-lactamase-like protein 2,LACTB2,1.0626,0.9828
3958,FAST kinase domain-containing protein 1,FASTKD1,1.0822,1.0629
3959,Ankyrin repeat domain-containing protein 39,ANKRD39,1.1796,1.0126
3960,BolA-like protein 3,BOLA3,0.88637,1.0411
3962,HCLS1-binding protein 3,HS1BP3,1.4843,0.98382
3967,Mpv17-like protein 2,MPV17L2,1.0087,0.98995
3970,Putative heat shock protein HSP 90-beta 2,HSP90AB2P,1.0974,0.95947
3973,Protein YIF1B,YIF1B,1.0682,1.1554
3979,Probable E3 ubiquitin-protein ligase HERC4,HERC4,1.0558,1.0586
3981,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",COQ5,1.0857,1.0877
3982,ER membrane protein complex subunit 4,EMC4,1.0422,1.008
3983,Putative helicase MOV-10,MOV10,0.97266,0.98787
3984,Melanoma inhibitory activity protein 3,MIA3,1.1392,1.092
3985,"Presequence protease, mitochondrial",PITRM1,1.06,0.9599
3986,Proteasome assembly chaperone 4,PSMG4,1.1411,1.002
3987,WD repeat-containing protein 44,WDR44,1.1505,0.83901
3990,RRP12-like protein,RRP12,0.92901,0.93429
3991,Cytochrome c oxidase assembly factor 6 homolog,COA6,1.3282,1.0284
3993,Torsin-1A-interacting protein 1,TOR1AIP1,0.9491,1.0043
3994,"Alanine--tRNA ligase, mitochondrial",AARS2,0.9043,0.96782
3997,PCI domain-containing protein 2,PCID2,0.94029,0.91403
3999,Engulfment and cell motility protein 2,ELMO2,1.3105,1.0849
4000,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,GNAS,0.99362,1.1528
4001,Mediator of RNA polymerase II transcription subunit 23,MED23,1.0208,0.96308
4003,Crooked neck-like protein 1,CRNKL1,1.0755,0.9885
4005,Sterile alpha motif domain-containing protein 9,SAMD9,1.1058,0.91329
4007,Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase isozyme L5,UCHL5,1.0239,1.0047
4008,Serine/threonine-protein phosphatase 4 regulatory subunit 3B,SMEK2,0.88472,0.99956
4011,"28S ribosomal protein S18a, mitochondrial",MRPS18A,0.92763,1.0441
4012,Proteasome inhibitor PI31 subunit,PSMF1,1.0335,1.0806
4013,Tetratricopeptide repeat protein 38,TTC38,0.98715,1.4962
4014,Cytochrome c oxidase protein 20 homolog,COX20,0.9701,0.9929
4015,Exosome complex component MTR3,EXOSC6,0.93414,1.0156
4016,Transmembrane protein 201,TMEM201,0.96929,1.1052
4017,Nucleoporin NUP188 homolog,NUP188,1.0368,0.93377
4020,Centrosomal protein of 170 kDa,CEP170,0.96068,1.0836
4024,snRNA-activating protein complex subunit 4,SNAPC4,1.4412,1.4081
4025,DNL-type zinc finger protein,DNLZ,1.1823,0.99777
4026,Polynucleotide 5-hydroxyl-kinase NOL9,NOL9,0.93816,1.4519
4027,NHS-like protein 1,NHSL1,1.2382,1.2044
4028,Ceramide synthase 2,CERS2,1.0405,0.93169
4033,Acyl-coenzyme A thioesterase THEM4,THEM4,1.0759,0.98269
4034,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 2;Putative coiled-coil-helix-coiled-coil-helix domain-containing protein CHCHD2P9, mitochondrial",CHCHD2;CHCHD2P9,0.85229,0.66914
4036,Probable ATP-dependent RNA helicase DDX59,DDX59,1.222,1.0809
4040,"Putative transferase CAF17, mitochondrial",IBA57,0.98561,0.90563
4041,E3 ubiquitin-protein ligase HECTD3,HECTD3,1.0213,1.2417
4043,Zinc transporter ZIP1,SLC39A1,0.78886,1.0339
4044,E3 ubiquitin-protein ligase UBR4,UBR4,0.82131,0.89953
4047,Sickle tail protein homolog,KIAA1217,1.5374,1.6981
4048,Ubiquitin-associated protein 2,UBAP2,0.93594,1.0379
4051,RNA-binding protein 26,RBM26,1.0334,1.1319
4052,UPF0586 protein C9orf41,C9orf41,1.1164,0.8479
4055,Integrator complex subunit 11,CPSF3L,1.0233,1.1084
4057,Ubiquinol-cytochrome-c reductase complex assembly factor 2,UQCC2,0.92319,1.0087
4058,ATP synthase mitochondrial F1 complex assembly factor 1,ATPAF1,1.0149,1.4544
4060,SH3 and PX domain-containing protein 2A,SH3PXD2A,1.3648,1.0781
4061,Cancer-related nucleoside-triphosphatase,NTPCR,1.0775,0.94861
4062,Protein DDI1 homolog 2,DDI2,1.2462,1.0743
4063,Histone H3,HIST2H3PS2,0.89303,0.92035
4064,5-nucleotidase domain-containing protein 1,NT5DC1,1.0584,1.9675
4067,Complex III assembly factor LYRM7,LYRM7,0.95156,0.90145
4068,Telomere-associated protein RIF1,RIF1,0.87377,1.0382
4069,Vacuolar protein sorting-associated protein 53 homolog,VPS53,1.0292,1.1046
4070,Striatin-interacting protein 1,STRIP1,0.97758,0.95204
4073,Regulation of nuclear pre-mRNA domain-containing protein 2,RPRD2,1.3343,1.0452
4075,Pre-mRNA-splicing factor 38B,PRPF38B,0.89921,1.1645
4076,E3 ubiquitin-protein ligase BRE1A,RNF20,0.91723,0.98524
4079,BRO1 domain-containing protein BROX,BROX,1.1089,1.0347
4080,Focadhesin,FOCAD,0.95793,0.92664
4083,Lysophospholipase-like protein 1,LYPLAL1,1.1955,0.97381
4085,Proteasome-associated protein ECM29 homolog,ECM29;KIAA0368,0.94173,0.94631
4086,Terminal uridylyltransferase 7,ZCCHC6,1.1565,1.0202
4087,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",NAA35,1.0565,1.1041
4092,Protein FAM160B1,FAM160B1,1.1428,0.95198
4094,E3 ubiquitin-protein ligase RNF123,RNF123,0.94385,1.0241
4095,,FLNA,1.0153,1.0411
4096,Protein FAM91A1,FAM91A1,1.0981,0.99968
4097,TBC1 domain family member 9B,TBC1D9B,0.97284,0.99687
4098,Microtubule-associated protein 1S;MAP1S heavy chain;MAP1S light chain,MAP1S,1.1431,1.0096
4099,Digestive organ expansion factor homolog,DIEXF,1.1217,1.003
4101,Tensin-3,TNS3,1.0304,1.0345
4102,Metallo-beta-lactamase domain-containing protein 2,MBLAC2,1.0054,0.98158
4103,Integrator complex subunit 3,INTS3,1.0926,0.98354
4104,Rho GTPase-activating protein 17,ARHGAP17,1.1376,1.0812
